product_id,title,description,category,price,brand,tags,rating_avg,rating_count,created_at
P001094,Lightweight Socks,Lightweight Socks designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,45.26,Veloce,"trail,waterproof",4.62,16,2023-11-08T00:00:00Z
P001095,Compact Headphones Model 790,Compact Headphones Model 790 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,84.73,Orion,"lightweight,heart-rate,outdoor",4.35,14,2023-01-24T00:00:00Z
P001096,Eco Compression Sleeve,Eco Compression Sleeve designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,140.05,Veloce,casual,4.41,35,2023-04-10T00:00:00Z
P001097,Pro Smart Watch Model 213,Pro Smart Watch Model 213 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,27.14,Stride,"casual,gps,compact",4.03,11,2024-09-05T00:00:00Z
P001098,Compact Backpack,Compact Backpack designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,186.28,EverRun,"gps,compact,casual",3.84,14,2024-04-20T00:00:00Z
P001099,Smart Water Bottle,Smart Water Bottle designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,144.01,Apex,"outdoor,training,lightweight",4.53,10,2024-08-17T00:00:00Z
P001100,Waterproof Sunglasses,Waterproof Sunglasses designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,45.46,Orion,lightweight,4.41,15,2023-03-24T00:00:00Z
P001101,Premium Compression Sleeve,Premium Compression Sleeve designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,49.5,PeakMotion,heart-rate,4.44,21,2024-01-15T00:00:00Z
P001102,Premium Socks,Premium Socks designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,108.02,Stride,"outdoor,waterproof",3.76,63,2023-07-24T00:00:00Z
P001103,Comfort Yoga Mat,Comfort Yoga Mat designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,28.28,Nimbus,"waterproof,insulated",4.4,211,2023-07-01T00:00:00Z
P001104,Eco Socks Model 213,Eco Socks Model 213 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,54.88,Stride,training,4.58,10,2023-02-03T00:00:00Z
P001105,Basic Sunglasses Model 987,Basic Sunglasses Model 987 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,54.49,Novex,"fitness,gps",3.68,27,2024-10-24T00:00:00Z
P001106,Lightweight Headphones,Lightweight Headphones designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,31.72,TrailBlaze,"running,outdoor,casual",4.57,16,2024-10-27T00:00:00Z
P001107,Waterproof Trail Shoe,Waterproof Trail Shoe designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,53.88,Orion,compact,3.75,14,2023-12-14T00:00:00Z
P001108,Pro Headphones Model 315,Pro Headphones Model 315 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,23.89,Novex,"compact,training",4.63,25,2023-12-17T00:00:00Z
P001109,Smart Backpack Model 906,Smart Backpack Model 906 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,191.93,Orion,"heart-rate,running",4.64,11,2023-10-23T00:00:00Z
P001110,Pro Backpack Model 677,Pro Backpack Model 677 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,97.1,CoreFit,"lightweight,heart-rate,fitness",4.21,14,2023-10-29T00:00:00Z
P001111,Comfort Water Bottle Model 722,Comfort Water Bottle Model 722 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,54.37,CoreFit,"waterproof,running,compact",4.37,11,2023-01-13T00:00:00Z
P001112,Compact Compression Sleeve Model 620,Compact Compression Sleeve Model 620 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,156.32,Stride,"insulated,lightweight",4.38,15,2024-06-19T00:00:00Z
P001113,Waterproof Headphones,Waterproof Headphones designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,54.83,Nimbus,training,4.85,10,2023-03-08T00:00:00Z
P001114,Pro Yoga Mat,Pro Yoga Mat designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,26.0,Orion,"trail,insulated,waterproof",4.03,15,2024-10-15T00:00:00Z
P001115,Eco Smart Watch,Eco Smart Watch designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,69.08,Apex,"insulated,trail",4.93,16,2023-10-05T00:00:00Z
P001116,Eco Compression Sleeve,Eco Compression Sleeve designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,58.82,Apex,"heart-rate,gps",3.87,12,2023-07-07T00:00:00Z
P001117,Basic Smart Watch Model 333,Basic Smart Watch Model 333 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,27.1,Orion,"gps,fitness",3.64,11,2023-03-07T00:00:00Z
P001118,Eco Yoga Mat,Eco Yoga Mat designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,29.1,Orion,"training,compact,trail",4.31,27,2023-11-23T00:00:00Z
P001119,Durable Smart Watch,Durable Smart Watch designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,37.68,Nimbus,trail,4.31,11,2024-05-13T00:00:00Z
P001120,Premium Running Shoe Model 695,Premium Running Shoe Model 695 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,217.78,Novex,"training,insulated,waterproof",4.38,19,2024-04-12T00:00:00Z
P001121,Ultra Sunglasses Model 715,Ultra Sunglasses Model 715 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,79.41,Stride,"gps,training",4.27,75,2023-11-03T00:00:00Z
P001122,Eco Smart Watch Model 449,Eco Smart Watch Model 449 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,188.45,Veloce,"insulated,training",3.67,25,2023-07-06T00:00:00Z
P001123,Lightweight Backpack Model 621,Lightweight Backpack Model 621 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,39.83,Stride,casual,4.51,10,2024-03-29T00:00:00Z
P001124,Basic Socks,Basic Socks designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,27.74,Novex,waterproof,3.96,12,2024-06-27T00:00:00Z
P001125,Durable Socks,Durable Socks designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,42.84,Stride,"lightweight,waterproof",4.65,27,2023-06-11T00:00:00Z
P001126,Basic Water Bottle Model 433,Basic Water Bottle Model 433 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,69.21,TrailBlaze,"fitness,waterproof,compact",4.21,36,2023-11-07T00:00:00Z
P001127,Comfort Yoga Mat Model 441,Comfort Yoga Mat Model 441 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,53.17,EverRun,"fitness,casual",4.34,26,2023-01-06T00:00:00Z
P001128,Lightweight Sunglasses,Lightweight Sunglasses designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,59.0,CoreFit,compact,3.8,20,2023-09-20T00:00:00Z
P001129,Compact Running Shoe Model 429,Compact Running Shoe Model 429 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,206.55,EverRun,"gps,waterproof,insulated",4.43,14,2023-10-08T00:00:00Z
P001130,Durable Smart Watch Model 264,Durable Smart Watch Model 264 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,97.83,Orion,"running,insulated",4.09,85,2024-05-13T00:00:00Z
P001131,Ultra Shorts Model 700,Ultra Shorts Model 700 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,22.37,Apex,"outdoor,fitness,gps",4.05,55,2023-04-24T00:00:00Z
P001132,Comfort Compression Sleeve Model 175,Comfort Compression Sleeve Model 175 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,59.09,TrailBlaze,lightweight,4.38,17,2024-07-29T00:00:00Z
P001133,Smart Smart Watch Model 435,Smart Smart Watch Model 435 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,84.53,CoreFit,"running,lightweight,trail",4.81,22,2023-11-18T00:00:00Z
P001134,Smart Compression Sleeve,Smart Compression Sleeve designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,32.85,PeakMotion,"outdoor,compact",3.8,107,2023-09-23T00:00:00Z
P001135,Premium Compression Sleeve,Premium Compression Sleeve designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,99.07,TrailBlaze,"casual,training",4.7,32,2023-03-03T00:00:00Z
P001136,Compact Running Shoe Model 679,Compact Running Shoe Model 679 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,59.83,Veloce,"gps,training",3.92,13,2023-03-10T00:00:00Z
P001137,Durable Shorts,Durable Shorts designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,41.27,Veloce,heart-rate,4.88,18,2023-07-15T00:00:00Z
P001138,Basic Sunglasses Model 937,Basic Sunglasses Model 937 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,77.26,Stride,"outdoor,trail,lightweight",4.47,13,2024-06-24T00:00:00Z
P001139,Waterproof Running Shoe Model 511,Waterproof Running Shoe Model 511 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,20.25,TrailBlaze,running,3.84,14,2023-09-23T00:00:00Z
P001140,Premium Socks Model 886,Premium Socks Model 886 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,41.29,PeakMotion,"outdoor,heart-rate,lightweight",3.78,11,2023-11-12T00:00:00Z
P001141,Durable Running Shoe,Durable Running Shoe designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,51.18,Veloce,"trail,outdoor",4.81,58,2024-11-04T00:00:00Z
P001142,Pro Yoga Mat Model 267,Pro Yoga Mat Model 267 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,59.64,PeakMotion,outdoor,3.54,40,2024-03-26T00:00:00Z
P001143,Waterproof Running Shoe,Waterproof Running Shoe designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,70.43,Nimbus,"casual,waterproof",3.81,13,2023-05-08T00:00:00Z
P001144,Comfort Jacket,Comfort Jacket designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,53.03,PeakMotion,training,4.61,13,2023-11-21T00:00:00Z
P001145,Pro Smart Watch Model 192,Pro Smart Watch Model 192 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,39.12,Veloce,training,3.52,13,2024-03-06T00:00:00Z
P001146,Durable Backpack Model 469,Durable Backpack Model 469 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,53.46,TrailBlaze,"fitness,waterproof,trail",4.48,30,2024-04-27T00:00:00Z
P001147,Ultra Compression Sleeve Model 762,Ultra Compression Sleeve Model 762 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,43.63,PeakMotion,heart-rate,3.51,16,2023-05-24T00:00:00Z
P001148,Smart Running Shoe,Smart Running Shoe designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,54.65,CoreFit,"heart-rate,casual",4.73,14,2023-06-28T00:00:00Z
P001149,Comfort Compression Sleeve,Comfort Compression Sleeve designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,34.6,Novex,running,4.25,12,2024-10-02T00:00:00Z
P001150,Ultra Shorts,Ultra Shorts designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,51.33,EverRun,training,3.55,39,2024-02-22T00:00:00Z
P001151,Eco Sunglasses,Eco Sunglasses designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,52.65,Apex,"waterproof,trail",4.13,10,2024-05-02T00:00:00Z
P001152,Waterproof Jacket,Waterproof Jacket designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,54.28,Apex,"training,compact",4.85,12,2023-11-27T00:00:00Z
P001153,Eco Backpack,Eco Backpack designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,39.11,Orion,lightweight,3.83,10,2023-05-27T00:00:00Z
P001154,Basic Trail Shoe,Basic Trail Shoe designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,48.69,CoreFit,"trail,waterproof,insulated",3.88,23,2023-11-05T00:00:00Z
P001155,Smart Socks Model 704,Smart Socks Model 704 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,50.4,Stride,"casual,outdoor",4.49,17,2023-02-05T00:00:00Z
P001156,Waterproof Socks,Waterproof Socks designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,59.18,Apex,insulated,3.55,28,2023-06-15T00:00:00Z
P001157,Compact Running Shoe Model 685,Compact Running Shoe Model 685 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,39.35,EverRun,insulated,4.8,105,2024-02-20T00:00:00Z
P001158,Pro Headphones Model 736,Pro Headphones Model 736 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,41.84,Novex,"fitness,insulated,gps",4.89,13,2023-07-10T00:00:00Z
P001159,Compact Headphones Model 890,Compact Headphones Model 890 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,186.12,EverRun,"fitness,trail,outdoor",4.14,10,2024-07-10T00:00:00Z
P001160,Durable Smart Watch,Durable Smart Watch designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,24.81,CoreFit,outdoor,3.96,14,2023-03-26T00:00:00Z
P001161,Comfort Sunglasses,Comfort Sunglasses designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,25.67,PeakMotion,waterproof,4.6,13,2024-09-07T00:00:00Z
P001162,Premium Jacket,Premium Jacket designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,52.01,EverRun,"waterproof,gps,lightweight",4.06,10,2023-06-19T00:00:00Z
P001163,Basic Shorts,Basic Shorts designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,41.63,Orion,"waterproof,fitness",3.57,101,2024-02-15T00:00:00Z
P001164,Waterproof Jacket Model 531,Waterproof Jacket Model 531 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,154.88,Stride,"fitness,running,trail",3.88,17,2023-11-16T00:00:00Z
P001165,Premium Shorts,Premium Shorts designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,50.21,Stride,training,4.73,26,2023-09-06T00:00:00Z
P001166,Comfort Socks Model 529,Comfort Socks Model 529 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,43.66,PeakMotion,"trail,waterproof",4.95,12,2024-02-16T00:00:00Z
P001167,Premium Socks,Premium Socks designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,75.47,CoreFit,"running,insulated",3.68,12,2023-04-16T00:00:00Z
P001168,Premium Headphones Model 337,Premium Headphones Model 337 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,31.95,Novex,"compact,heart-rate,training",3.73,41,2023-12-16T00:00:00Z
P001169,Lightweight Sunglasses Model 958,Lightweight Sunglasses Model 958 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,98.05,Nimbus,"heart-rate,lightweight",4.81,21,2024-05-13T00:00:00Z
P001170,Pro Jacket,Pro Jacket designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,239.62,Orion,"outdoor,waterproof,training",4.76,90,2024-03-07T00:00:00Z
P001171,Basic Trail Shoe Model 985,Basic Trail Shoe Model 985 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,107.39,CoreFit,"insulated,gps",3.99,20,2023-09-15T00:00:00Z
P001172,Durable Running Shoe Model 203,Durable Running Shoe Model 203 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,29.71,Nimbus,heart-rate,4.15,12,2024-05-14T00:00:00Z
P001173,Premium Shorts Model 484,Premium Shorts Model 484 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,21.68,Novex,"insulated,trail,heart-rate",3.64,96,2023-09-02T00:00:00Z
P001174,Premium Socks Model 826,Premium Socks Model 826 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,52.61,Apex,"insulated,training",4.78,17,2024-06-19T00:00:00Z
P001175,Waterproof Socks Model 862,Waterproof Socks Model 862 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,93.53,Apex,heart-rate,3.77,19,2023-12-03T00:00:00Z
P001176,Ultra Sunglasses,Ultra Sunglasses designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,98.32,CoreFit,"insulated,outdoor",4.03,94,2023-10-11T00:00:00Z
P001177,Lightweight Backpack Model 569,Lightweight Backpack Model 569 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,50.74,Stride,gps,4.66,16,2023-11-26T00:00:00Z
P001178,Waterproof Backpack,Waterproof Backpack designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,53.79,Novex,"outdoor,heart-rate",4.31,29,2023-08-22T00:00:00Z
P001179,Ultra Trail Shoe,Ultra Trail Shoe designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,45.58,EverRun,"training,insulated,lightweight",4.63,11,2024-05-12T00:00:00Z
P001180,Compact Headphones,Compact Headphones designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,58.37,EverRun,trail,3.78,12,2024-06-02T00:00:00Z
P001181,Basic Jacket,Basic Jacket designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,35.92,Novex,trail,3.64,18,2024-11-10T00:00:00Z
P001182,Ultra Water Bottle Model 833,Ultra Water Bottle Model 833 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,41.31,TrailBlaze,casual,3.66,80,2023-10-28T00:00:00Z
P001183,Premium Trail Shoe,Premium Trail Shoe designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,56.55,Apex,gps,3.73,265,2023-01-27T00:00:00Z
P001184,Pro Compression Sleeve,Pro Compression Sleeve designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,55.01,Nimbus,"waterproof,lightweight,running",3.95,92,2024-09-18T00:00:00Z
P001185,Smart Sunglasses,Smart Sunglasses designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,36.49,Veloce,"casual,insulated,heart-rate",4.83,131,2023-09-25T00:00:00Z
P001186,Compact Yoga Mat Model 541,Compact Yoga Mat Model 541 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,34.58,PeakMotion,"gps,outdoor",3.62,21,2023-11-26T00:00:00Z
P001187,Pro Jacket,Pro Jacket designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,23.86,Veloce,"training,gps,outdoor",3.66,32,2023-08-22T00:00:00Z
P001188,Compact Compression Sleeve,Compact Compression Sleeve designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,38.61,Orion,training,4.43,15,2024-03-22T00:00:00Z
P001189,Comfort Running Shoe Model 673,Comfort Running Shoe Model 673 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,84.72,Apex,"training,lightweight",3.6,13,2023-10-10T00:00:00Z
P001190,Ultra Compression Sleeve Model 128,Ultra Compression Sleeve Model 128 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,55.85,Stride,"waterproof,insulated",4.18,16,2024-11-21T00:00:00Z
P001191,Compact Smart Watch Model 683,Compact Smart Watch Model 683 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,103.08,Veloce,"heart-rate,outdoor,running",4.96,10,2024-01-02T00:00:00Z
P001192,Durable Trail Shoe,Durable Trail Shoe designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,61.79,Stride,"waterproof,compact,heart-rate",4.66,209,2023-07-05T00:00:00Z
P001193,Basic Headphones,Basic Headphones designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,66.54,Novex,"heart-rate,insulated",4.08,14,2024-04-30T00:00:00Z
P001194,Compact Water Bottle Model 198,Compact Water Bottle Model 198 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,34.21,TrailBlaze,"training,trail",3.78,14,2023-08-21T00:00:00Z
P001195,Basic Socks Model 183,Basic Socks Model 183 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,38.07,Novex,"fitness,running,heart-rate",3.59,17,2024-11-30T00:00:00Z
P001196,Durable Water Bottle,Durable Water Bottle designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,20.19,TrailBlaze,"running,heart-rate",4.35,36,2023-06-26T00:00:00Z
P001197,Basic Shorts,Basic Shorts designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,41.41,EverRun,insulated,4.87,18,2024-08-10T00:00:00Z
P001198,Smart Compression Sleeve,Smart Compression Sleeve designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,40.29,Nimbus,heart-rate,3.56,16,2023-05-04T00:00:00Z
P001199,Ultra Trail Shoe,Ultra Trail Shoe designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,174.42,Stride,training,3.79,11,2024-09-19T00:00:00Z
P001200,Smart Socks Model 661,Smart Socks Model 661 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,51.36,Novex,"gps,trail,outdoor",3.87,11,2024-05-17T00:00:00Z
P001201,Waterproof Running Shoe,Waterproof Running Shoe designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,56.66,Nimbus,"compact,heart-rate,trail",4.77,10,2024-11-01T00:00:00Z
P001202,Eco Shorts Model 688,Eco Shorts Model 688 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,50.28,PeakMotion,"outdoor,lightweight",4.17,11,2024-10-03T00:00:00Z
P001203,Waterproof Sunglasses,Waterproof Sunglasses designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,39.62,Nimbus,outdoor,4.34,18,2023-11-10T00:00:00Z
P001204,Ultra Socks,Ultra Socks designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,41.1,Apex,trail,3.96,18,2024-08-07T00:00:00Z
P001205,Comfort Socks,Comfort Socks designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,41.37,Apex,"casual,waterproof",4.03,16,2024-12-01T00:00:00Z
P001206,Eco Jacket,Eco Jacket designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,40.35,Apex,trail,4.19,11,2023-08-15T00:00:00Z
P001207,Compact Trail Shoe,Compact Trail Shoe designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,39.81,Orion,"heart-rate,running,insulated",4.88,11,2023-04-30T00:00:00Z
P001208,Lightweight Smart Watch Model 775,Lightweight Smart Watch Model 775 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,237.5,TrailBlaze,outdoor,4.88,14,2023-06-09T00:00:00Z
P001209,Premium Smart Watch Model 736,Premium Smart Watch Model 736 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,55.28,TrailBlaze,"heart-rate,insulated,fitness",3.81,40,2023-10-07T00:00:00Z
P001210,Lightweight Sunglasses Model 943,Lightweight Sunglasses Model 943 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,35.09,PeakMotion,"fitness,heart-rate",3.52,21,2023-02-12T00:00:00Z
P001211,Smart Water Bottle,Smart Water Bottle designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,22.82,Novex,lightweight,4.85,15,2023-07-07T00:00:00Z
P001212,Compact Water Bottle Model 857,Compact Water Bottle Model 857 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,58.21,TrailBlaze,"gps,fitness",3.93,17,2023-04-22T00:00:00Z
P001213,Waterproof Smart Watch Model 188,Waterproof Smart Watch Model 188 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,56.06,Veloce,training,4.22,10,2023-02-08T00:00:00Z
P001214,Comfort Trail Shoe,Comfort Trail Shoe designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,29.67,Orion,"training,lightweight",4.16,26,2024-11-09T00:00:00Z
P001215,Pro Smart Watch Model 842,Pro Smart Watch Model 842 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,21.75,Apex,outdoor,4.79,12,2023-06-29T00:00:00Z
P001216,Smart Smart Watch,Smart Smart Watch designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,35.65,Stride,"gps,trail",3.84,19,2023-12-10T00:00:00Z
P001217,Smart Running Shoe Model 992,Smart Running Shoe Model 992 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,22.78,PeakMotion,"gps,fitness,compact",3.74,16,2023-11-22T00:00:00Z
P001218,Durable Socks Model 166,Durable Socks Model 166 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,81.44,Apex,"compact,lightweight,outdoor",4.06,11,2023-04-17T00:00:00Z
P001219,Pro Running Shoe,Pro Running Shoe designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,42.51,TrailBlaze,"trail,waterproof,running",4.35,10,2024-10-26T00:00:00Z
P001220,Premium Socks Model 495,Premium Socks Model 495 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,47.42,TrailBlaze,"compact,waterproof",4.52,18,2023-12-20T00:00:00Z
P001221,Smart Headphones Model 256,Smart Headphones Model 256 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,41.46,EverRun,lightweight,3.93,23,2024-02-02T00:00:00Z
P001222,Comfort Backpack,Comfort Backpack designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,149.08,CoreFit,running,4.19,22,2024-07-08T00:00:00Z
P001223,Waterproof Water Bottle Model 960,Waterproof Water Bottle Model 960 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,28.32,TrailBlaze,"casual,training",4.6,14,2024-02-02T00:00:00Z
P001224,Compact Backpack Model 433,Compact Backpack Model 433 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,25.32,Veloce,waterproof,3.83,11,2023-07-19T00:00:00Z
P001225,Basic Shorts Model 472,Basic Shorts Model 472 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,41.93,TrailBlaze,"insulated,fitness",3.82,11,2023-04-22T00:00:00Z
P001226,Basic Headphones Model 407,Basic Headphones Model 407 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,22.04,PeakMotion,"gps,lightweight",4.49,63,2024-03-18T00:00:00Z
P001227,Smart Running Shoe,Smart Running Shoe designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,35.44,Stride,"compact,insulated",4.35,11,2024-02-16T00:00:00Z
P001228,Pro Water Bottle Model 521,Pro Water Bottle Model 521 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,58.11,Stride,"outdoor,heart-rate",4.9,18,2024-10-05T00:00:00Z
P001229,Basic Trail Shoe,Basic Trail Shoe designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,46.86,Apex,outdoor,4.78,12,2024-01-01T00:00:00Z
P001230,Comfort Smart Watch,Comfort Smart Watch designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,34.52,EverRun,"training,compact,outdoor",4.56,12,2023-04-14T00:00:00Z
P001231,Comfort Water Bottle Model 267,Comfort Water Bottle Model 267 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,24.74,Orion,"lightweight,gps",4.33,15,2023-10-15T00:00:00Z
P001232,Pro Trail Shoe,Pro Trail Shoe designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,56.37,Novex,lightweight,4.82,15,2024-05-03T00:00:00Z
P001233,Lightweight Shorts Model 804,Lightweight Shorts Model 804 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,57.24,Orion,"lightweight,training,running",4.96,70,2024-08-03T00:00:00Z
